AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.759957197743961,0.0,8,4,1030,5,7,76,0,0,0,1.759957197743961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.796958892787352,0.0,8,4,1030,3,6,76,0,0,0,1.796958892787352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83041886387193,0.0,8,4,1030,4,6,78,0,0,0,1.83041886387193
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.744485456239672,0.0,8,4,1030,3,6,78,0,0,0,1.744485456239672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.790341461180096,0.0,8,4,1030,2,8,78,0,0,0,1.790341461180096
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.768345491330624,0.0,7,4,1030,3,4,78,0,0,0,1.768345491330624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742248577949895,0.0,7,4,1030,4,8,80,0,0,0,1.742248577949895
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.754737815067815,0.0,7,4,1030,3,7,81,0,0,0,1.754737815067815
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.773658077268845,0.0,7,4,1030,4,14,81,0,0,0,1.773658077268845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.820539318092083,0.0,7,4,1030,4,9,81,0,0,0,1.820539318092083
