AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2178894463735212,0.0,8,4,1030,5,7,76,0,0,0,0.2178894463735212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1767181138183777,0.0,8,4,1030,3,6,76,0,0,0,0.1767181138183777
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3506978508351559,0.0,8,4,1030,4,6,78,0,0,0,0.3506978508351559
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4049085261758327,0.0,8,4,1030,3,6,78,0,0,0,0.4049085261758327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1760885359233908,0.0,8,4,1030,2,8,78,0,0,0,0.1760885359233908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1787408002469525,0.0,7,4,1030,3,4,78,0,0,0,0.1787408002469525
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2180042630109048,0.0,7,4,1030,4,8,80,0,0,0,0.2180042630109048
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780346779270432,0.0,7,4,1030,3,7,81,0,0,0,0.1780346779270432
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1760674862065371,0.0,7,4,1030,4,14,81,0,0,0,0.1760674862065371
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2127628835143425,0.0,7,4,1030,4,9,81,0,0,0,0.2127628835143425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875204457855534,0.0,6,3,1031,4,10,82,0,0,0,0.1875204457855534
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2166245497516783,0.0,6,3,1030,4,7,82,0,0,0,0.2166245497516783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.4084601874922327,0.0,6,3,1030,3,8,82,0,0,0,0.4084601874922327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3245789794410051,0.0,6,3,1030,5,6,82,0,0,0,0.3245789794410051
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1751700028243218,0.0,6,3,1030,3,8,81,0,0,0,0.1751700028243218
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430095279501173,0.0,6,3,1030,3,6,81,0,0,0,0.6430095279501173
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0,0.7948583581112025,0.0,6,3,1030,3,5,81,0,0,0,0.7948583581112025
