AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.962011826046124,0.0,8,4,1030,5,7,76,0,0,0,1.962011826046124
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,1.962011826046124,0.0,8,4,1030,3,6,76,0,0,0,1.962011826046124
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,1.67655518742056,0.0,8,4,1030,4,6,78,0,0,0,1.67655518742056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.14,1.67655518742056,0.0,8,4,1030,3,6,78,0,0,0,1.67655518742056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,1.159918876668661,0.0,8,4,1030,2,8,78,0,0,0,1.159918876668661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,1.159918876668661,0.0,7,4,1030,3,4,78,0,0,0,1.159918876668661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793,0.0,0.0,0.0,0.0,0.14,1.266462551648625,0.0,7,4,1030,4,8,80,0,0,0,1.266462551648625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.14,1.266462551648625,0.0,7,4,1030,3,7,81,0,0,0,1.266462551648625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.0,1.364965194554629,0.0,7,4,1030,4,14,81,0,0,0,1.364965194554629
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397,0.0,0.0,0.0,0.0,0.0,1.364965194554629,0.0,7,4,1030,4,9,81,0,0,0,1.364965194554629
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.6452928239352517,0.0,6,3,1031,4,10,82,0,0,0,0.6452928239352517
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.14,0.6452928239352517,0.0,6,3,1030,4,7,82,0,0,0,0.6452928239352517
