AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.390459462250228,0.0,8,4,1030,5,7,76,0,0,0,1.390459462250228
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0,1.390459462250228,0.0,8,4,1030,3,6,76,0,0,0,1.390459462250228
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387,0.0,0.0,0.0,0.0,0.0,1.188159007701526,0.0,8,4,1030,4,6,78,0,0,0,1.188159007701526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,0.14,1.188159007701526,0.0,8,4,1030,3,6,78,0,0,0,1.188159007701526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.8220236779901448,0.0,8,4,1030,2,8,78,0,0,0,0.8220236779901448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8220236779901448,0.0,7,4,1030,3,4,78,0,0,0,0.8220236779901448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.8975301856738149,0.0,7,4,1030,4,8,80,0,0,0,0.8975301856738149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.8975301856738149,0.0,7,4,1030,3,7,81,0,0,0,0.8975301856738149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673380890040006,0.0,7,4,1030,4,14,81,0,0,0,0.9673380890040006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673380890040006,0.0,7,4,1030,4,9,81,0,0,0,0.9673380890040006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4573129993671343,0.0,6,3,1031,4,10,82,0,0,0,0.4573129993671343
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.4573129993671343,0.0,6,3,1030,4,7,82,0,0,0,0.4573129993671343
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3989023047439178,0.0,6,3,1030,3,8,82,0,0,0,0.3989023047439178
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3989023047439178,0.0,6,3,1030,5,6,82,0,0,0,0.3989023047439178
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2877795198509693,0.0,6,3,1030,3,8,81,0,0,0,0.2877795198509693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2877795198509693,0.0,6,3,1030,3,6,81,0,0,0,0.2877795198509693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664097535254022,0.0,6,3,1030,3,5,81,0,0,0,0.2664097535254022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2664097535254022,0.0,6,3,1030,4,10,82,0,0,0,0.2664097535254022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2664097535254022,0.0,6,3,1030,4,6,82,0,0,0,0.2664097535254022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664097535254022,0.0,6,3,1030,5,7,82,0,0,0,0.2664097535254022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065744078138146,0.0,6,3,1030,4,8,82,0,0,0,0.2065744078138146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065744078138146,0.0,6,3,1030,5,9,82,0,0,0,0.2065744078138146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2336427784928662,0.0,5,3,1030,4,10,82,0,0,0,0.2336427784928662
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336427784928662,0.0,5,3,1030,4,9,83,0,0,0,0.2336427784928662
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148163713190598,0.0,5,3,1030,4,11,83,0,0,0,0.148163713190598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148163713190598,0.0,5,2,1031,3,6,83,0,0,0,0.148163713190598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4786827656927014,0.0,5,2,1031,5,7,84,0,0,0,0.4786827656927014
