AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.093229121352714,0.0,8,4,1030,5,7,76,0,0,0,2.093229121352714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137237592526628,0.0,8,4,1030,3,6,76,0,0,0,2.137237592526628
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.177033665955936,0.0,8,4,1030,4,6,78,0,0,0,2.177033665955936
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.074827594363118,0.0,8,4,1030,3,6,78,0,0,0,2.074827594363118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.129367059898548,0.0,8,4,1030,2,8,78,0,0,0,2.129367059898548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,2.103205852853098,0.0,7,4,1030,3,4,78,0,0,0,2.103205852853098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.14,2.072167132629682,0.0,7,4,1030,4,8,80,0,0,0,2.072167132629682
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.14,2.087021377308031,0.0,7,4,1030,3,7,81,0,0,0,2.087021377308031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,2.109524449470008,0.0,7,4,1030,4,14,81,0,0,0,2.109524449470008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,2.16528329329993,0.0,7,4,1030,4,9,81,0,0,0,2.16528329329993
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793,0.0,0.0,0.0,0.0,0.0,2.110743827764499,0.0,6,3,1031,4,10,82,0,0,0,2.110743827764499
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.14,2.202197199851349,0.0,6,3,1030,4,7,82,0,0,0,2.202197199851349
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.0,2.168498017894498,0.0,6,3,1030,3,8,82,0,0,0,2.168498017894498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397,0.0,0.0,0.0,0.0,0.0,2.143445336571312,0.0,6,3,1030,5,6,82,0,0,0,2.143445336571312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.14,2.107307398025477,0.0,6,3,1030,3,8,81,0,0,0,2.107307398025477
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.0,2.033257879778186,0.0,6,3,1030,3,6,81,0,0,0,2.033257879778186
