AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8146429049405036,0.0,8,4,1030,5,7,76,0,0,0,0.8146429049405036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6607119343899742,0.0,8,4,1030,3,6,76,0,0,0,0.6607119343899742
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.311185652704754,0.0,8,4,1030,4,6,78,0,0,0,1.311185652704754
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513867988969032,0.0,8,4,1030,3,6,78,0,0,0,1.513867988969032
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583580747891782,0.0,8,4,1030,2,8,78,0,0,0,0.6583580747891782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.6682743343840206,0.0,7,4,1030,3,4,78,0,0,0,0.6682743343840206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8150721802476396,0.0,7,4,1030,4,8,80,0,0,0,0.8150721802476396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665634291245134,0.0,7,4,1030,3,7,81,0,0,0,0.665634291245134
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.6582793743162032,0.0,7,4,1030,4,14,81,0,0,0,0.6582793743162032
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.7954757624768797,0.0,7,4,1030,4,9,81,0,0,0,0.7954757624768797
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7010995862030226,0.0,6,3,1031,4,10,82,0,0,0,0.7010995862030226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,0.8099137219735548,0.0,6,3,1030,4,7,82,0,0,0,0.8099137219735548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,1.52714690513644,0.0,6,3,1030,3,8,82,0,0,0,1.52714690513644
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.14,1.213532674919758,0.0,6,3,1030,5,6,82,0,0,0,1.213532674919758
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351,0.0,0.0,0.0,0.0,0.0,0.6549238723320899,0.0,6,3,1030,3,8,81,0,0,0,0.6549238723320899
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.0,0.0,0.0,0.0,0.0,2.404077657142382,0.0,6,3,1030,3,6,81,0,0,0,2.404077657142382
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.14,2.971808560006691,0.0,6,3,1030,3,5,81,0,0,0,2.971808560006691
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482,0.0,0.0,0.0,0.0,0.0,2.120992055851525,0.0,6,3,1030,4,10,82,0,0,0,2.120992055851525
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85050568482511,0.0,6,3,1030,4,6,82,0,0,0,1.85050568482511
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.093571690340594,0.0,6,3,1030,5,7,82,0,0,0,1.093571690340594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2843161905046474,0.0,6,3,1030,4,8,82,0,0,0,0.2843161905046474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2751869356395544,0.0,6,3,1030,5,9,82,0,0,0,0.2751869356395544
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285383845254502,0.0,5,3,1030,4,10,82,0,0,0,0.4285383845254502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972302226609898,0.0,5,3,1030,4,9,83,0,0,0,0.2972302226609898
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2792578964688945,0.0,5,3,1030,4,11,83,0,0,0,0.2792578964688945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.976,0.0,0.0,0.0,1.017933381223225,0.0,5,2,1031,3,6,83,0,0,0,1.017933381223225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085250903970607,0.0,5,2,1031,5,7,84,0,0,0,1.085250903970607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611200631344143,0.0,5,2,1031,4,10,84,0,0,0,0.5611200631344143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3575147849597934,0.0,5,2,1031,5,11,83,0,0,0,0.3575147849597934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3732906524970426,0.0,5,2,1031,5,9,84,0,0,0,0.3732906524970426
